,Unnamed: 0,reviews,sentiment,sentiment score,Sentiment
3545,3545,love compact,Positive,0.6369,1
3546,3546,good battery,Positive,0.4404,1
3547,3547,backup bad,Negative,-0.5423,-1
3548,3548,suggest buy,Neutral,0.0,0
3549,3549,nice product,Positive,0.4215,1
3550,3550,phone low,Negative,-0.2732,-1
3551,3551,backup upto,Neutral,0.0,0
3552,3552,small screen,Neutral,0.0,0
3553,3553,day normal,Neutral,0.0,0
3554,3554,fast issues,Neutral,0.0,0
3555,3555,maximum limit,Neutral,0.0,0
3556,3556,iphone android,Neutral,0.0,0
3557,3557,wrong iphone,Negative,-0.4767,-1
3558,3558,beast small,Neutral,0.0,0
3559,3559,mind camera,Neutral,0.0,0
3560,3560,mediocre battery,Neutral,0.0,0
3561,3561,day overall,Neutral,0.0,0
3562,3562,wrong hate,Negative,-0.7783,-1
3563,3563,hi great,Positive,0.6249,1
3564,3564,old phone,Neutral,0.0,0
3565,3565,slow buy,Neutral,0.0,0
3566,3566,days thankyou,Neutral,0.0,0
3567,3567,flipkart wait,Neutral,0.0,0
3568,3568,criteria status,Neutral,0.0,0
3569,3569,mini version,Neutral,0.0,0
3570,3570,fantastic phone,Positive,0.5574,1
3571,3571,life good,Positive,0.4404,1
3572,3572,cute handy.read,Positive,0.4588,1
3573,3573,awesome read,Positive,0.6249,1
3574,3574,awesome buy,Positive,0.6249,1
3575,3575,small phonesread,Neutral,0.0,0
3576,3576,worth itread,Positive,0.2263,1
3577,3577,good facility,Positive,0.4404,1
3578,3578,good productread,Positive,0.4404,1
3579,3579,compact budget,Neutral,0.0,0
3580,3580,go iphone,Neutral,0.0,0
3581,3581,speed performance.read,Neutral,0.0,0
3582,3582,awesome phone,Positive,0.6249,1
3583,3583,step ios,Neutral,0.0,0
3584,3584,camera decent,Neutral,0.0,0
3585,3585,performance good,Positive,0.4404,1
3586,3586,sound impressive,Positive,0.5106,1
3587,3587,battery drains,Neutral,0.0,0
3588,3588,perfect value,Positive,0.7269,1
3589,3589,amazing experience,Positive,0.5859,1
3590,3590,same-day delivery,Neutral,0.0,0
3591,3591,non compliance,Neutral,0.0,0
3592,3592,calls voice,Neutral,0.0,0
3593,3593,dull activate,Negative,-0.4019,-1
3594,3594,good iphone,Positive,0.4404,1
3595,3595,awesome display,Positive,0.6249,1
3596,3596,good ..,Positive,0.4404,1
3597,3597,overall performance,Neutral,0.0,0
3598,3598,excellent normal,Positive,0.5719,1
3599,3599,small display,Neutral,0.0,0
3600,3600,great product,Positive,0.6249,1
3601,3601,main reason,Neutral,0.0,0
3602,3602,good till,Positive,0.4404,1
3603,3603,good battery,Positive,0.4404,1
3604,3604,review quality,Neutral,0.0,0
3605,3605,day full,Neutral,0.0,0
3606,3606,rest everything,Neutral,0.0,0
3607,3607,awesome genuine,Positive,0.6249,1
3608,3608,good handset,Positive,0.4404,1
3609,3609,display unbeatable,Neutral,0.0,0
3610,3610,worst thing,Negative,-0.6249,-1
3611,3611,good light,Positive,0.4404,1
3612,3612,users usable,Neutral,0.0,0
3613,3613,heavy use,Neutral,0.0,0
3614,3614,camera ok,Positive,0.296,1
3615,3615,months mic,Neutral,0.0,0
3616,3616,disconnect get,Neutral,0.0,0
3617,3617,horribleno value,Positive,0.34,1
3618,3618,first time,Neutral,0.0,0
3619,3619,hours screen,Neutral,0.0,0
3620,3620,time light,Neutral,0.0,0
3621,3621,product red,Neutral,0.0,0
3622,3622,good battery,Positive,0.4404,1
3623,3623,everything perfect,Positive,0.5719,1
3624,3624,disappointing thing,Negative,-0.4939,-1
3625,3625,include travel,Neutral,0.0,0
3626,3626,worth money,Positive,0.2263,1
3627,3627,ios camera,Neutral,0.0,0
3628,3628,phone bad,Negative,-0.5423,-1
3629,3629,android user,Neutral,0.0,0
3630,3630,get premium,Neutral,0.0,0
3631,3631,battery backup,Neutral,0.0,0
3632,3632,battery small,Neutral,0.0,0
3633,3633,heavy user,Neutral,0.0,0
3634,3634,excellent .read,Positive,0.5719,1
3635,3635,old iphone,Neutral,0.0,0
3636,3636,impressive 👏read,Positive,0.5106,1
3637,3637,perfect phone,Positive,0.5719,1
3638,3638,home small,Neutral,0.0,0
3639,3639,media video,Neutral,0.0,0
3640,3640,limited battery,Negative,-0.2263,-1
3641,3641,precious time.read,Positive,0.5719,1
3642,3642,price new,Neutral,0.0,0
3643,3643,phone young,Neutral,0.0,0
3644,3644,backup bad,Negative,-0.5423,-1
3645,3645,camera really,Neutral,0.0,0
3646,3646,battery great,Positive,0.6249,1
3647,3647,performance overall,Neutral,0.0,0
3648,3648,good battery,Positive,0.4404,1
3649,3649,soo happy,Positive,0.5719,1
3650,3650,super phone,Positive,0.5994,1
3651,3651,first iphone.read,Neutral,0.0,0
3652,3652,regrets great,Positive,0.3818,1
3653,3653,phone easy,Positive,0.4404,1
3654,3654,hot chargingread,Neutral,0.0,0
3655,3655,model costly,Negative,-0.1027,-1
3656,3656,phone great,Positive,0.6249,1
3657,3657,good qualityread,Positive,0.4404,1
3658,3658,small crack,Neutral,0.0,0
3659,3659,warranty cover,Neutral,0.0,0
3660,3660,related issue,Neutral,0.0,0
3661,3661,long time,Neutral,0.0,0
3662,3662,camera performance,Neutral,0.0,0
3663,3663,product absolutely,Neutral,0.0,0
3664,3664,small screen,Neutral,0.0,0
3665,3665,thank touch,Positive,0.3612,1
3666,3666,great home,Positive,0.6249,1
3667,3667,button bit,Neutral,0.0,0
3668,3668,extra battery,Neutral,0.0,0
3669,3669,purchase entire,Neutral,0.0,0
3670,3670,awesome greatread,Positive,0.6249,1
3671,3671,good deal,Positive,0.4404,1
3672,3672,money old,Neutral,0.0,0
3673,3673,iphone good,Positive,0.4404,1
3674,3674,basic varient,Neutral,0.0,0
3675,3675,portrait photography,Neutral,0.0,0
3676,3676,theme intermittent,Neutral,0.0,0
3677,3677,phone perfect,Positive,0.5719,1
3678,3678,compact display,Neutral,0.0,0
3679,3679,speed premium,Neutral,0.0,0
3680,3680,sure there.read,Positive,0.3182,1
3681,3681,battery life,Neutral,0.0,0
3682,3682,everything good,Positive,0.4404,1
3683,3683,beautiful ❤️❤️read,Positive,0.5994,1
3684,3684,new iphone,Neutral,0.0,0
3685,3685,tons money,Neutral,0.0,0
3686,3686,good phone,Positive,0.4404,1
3687,3687,top class,Positive,0.2023,1
3688,3688,awsme product,Neutral,0.0,0
3689,3689,camera good,Positive,0.4404,1
3690,3690,multimedia basic,Neutral,0.0,0
3691,3691,worth mobileread,Positive,0.2263,1
3692,3692,phone due,Neutral,0.0,0
3693,3693,life small,Neutral,0.0,0
3694,3694,second thought.read,Neutral,0.0,0
3695,3695,phones battery,Neutral,0.0,0
3696,3696,small display,Neutral,0.0,0
3697,3697,price…as small,Neutral,0.0,0
3698,3698,device definitely,Positive,0.4019,1
3699,3699,battery life,Neutral,0.0,0
3700,3700,brilliant love,Positive,0.8402,1
3701,3701,button small,Neutral,0.0,0
3702,3702,size screen,Neutral,0.0,0
3703,3703,fit operable,Positive,0.3612,1
3704,3704,important thing,Positive,0.2023,1
3705,3705,budget even,Neutral,0.0,0
3706,3706,salaried person,Neutral,0.0,0
3707,3707,gamer hence,Neutral,0.0,0
3708,3708,impact much,Neutral,0.0,0
3709,3709,thought overall,Neutral,0.0,0
3710,3710,good iphoneread,Positive,0.4404,1
3711,3711,bad shopping,Negative,-0.5423,-1
3712,3712,good let,Positive,0.4404,1
3713,3713,months use.read,Neutral,0.0,0
3714,3714,backup good,Positive,0.4404,1
3715,3715,looks good,Positive,0.4404,1
3716,3716,white thank,Positive,0.3612,1
3717,3717,days delivery,Neutral,0.0,0
3718,3718,product simply,Neutral,0.0,0
3719,3719,display bright,Positive,0.4404,1
3720,3720,yellowish dull,Negative,-0.4019,-1
3721,3721,main problem,Negative,-0.4019,-1
3722,3722,product good,Positive,0.4404,1
3723,3723,awesome phone,Positive,0.6249,1
3724,3724,great device,Positive,0.6249,1
3725,3725,performance excellent,Positive,0.5719,1
3726,3726,poor products.do,Negative,-0.4767,-1
3727,3727,use flipkart,Neutral,0.0,0
3728,3728,great product,Positive,0.6249,1
3729,3729,life big,Neutral,0.0,0
3730,3730,iphone se2,Neutral,0.0,0
3731,3731,long term,Neutral,0.0,0
3732,3732,compact phone,Neutral,0.0,0
3733,3733,little monster,Neutral,0.0,0
3734,3734,beat triple,Neutral,0.0,0
3735,3735,phones price,Neutral,0.0,0
3736,3736,range little,Neutral,0.0,0
3737,3737,much battery,Neutral,0.0,0
3738,3738,performance good,Positive,0.4404,1
3739,3739,play heavy,Positive,0.34,1
3740,3740,screen small,Neutral,0.0,0
3741,3741,phone ..,Neutral,0.0,0
3742,3742,battery good,Positive,0.4404,1
3743,3743,tremendous drop,Negative,-0.3384,-1
3744,3744,.... performance,Neutral,0.0,0
3745,3745,excellent device,Positive,0.5719,1
3746,3746,normal day,Neutral,0.0,0
3747,3747,small display,Neutral,0.0,0
3748,3748,apple afordable,Neutral,0.0,0
3749,3749,new mobile,Neutral,0.0,0
3750,3750,everything good,Positive,0.4404,1
3751,3751,battery bad,Negative,-0.5423,-1
3752,3752,quality good,Positive,0.4404,1
3753,3753,android… main,Neutral,0.0,0
3754,3754,heavy user,Neutral,0.0,0
3755,3755,gamer suitable,Neutral,0.0,0
3756,3756,phone good,Positive,0.4404,1
3757,3757,difficult chargeread,Negative,-0.3612,-1
3758,3758,nice product,Positive,0.4215,1
3759,3759,nice productread,Positive,0.4215,1
3760,3760,display bad,Negative,-0.5423,-1
3761,3761,super fast,Positive,0.5994,1
3762,3762,light weight,Neutral,0.0,0
3763,3763,veryy happy,Positive,0.5719,1
3764,3764,phn high,Neutral,0.0,0
3765,3765,good phone,Positive,0.4404,1
3766,3766,good. hype,Positive,0.4404,1
3767,3767,good product,Positive,0.4404,1
3768,3768,nice product,Positive,0.4215,1
3769,3769,backup main,Neutral,0.0,0
3770,3770,camera mobile,Neutral,0.0,0
3771,3771,excellent disappointed,Positive,0.1531,1
3772,3772,handy phone,Neutral,0.0,0
3773,3773,long term,Neutral,0.0,0
3774,3774,compromise performance.read,Neutral,0.0,0
3775,3775,low price,Negative,-0.2732,-1
3776,3776,camera quality,Neutral,0.0,0
3777,3777,good phone,Positive,0.4404,1
3778,3778,performance top,Positive,0.2023,1
3779,3779,superb price,Positive,0.6249,1
3780,3780,go guy's.read,Neutral,0.0,0
3781,3781,excellent mobile,Positive,0.5719,1
3782,3782,excellent phone,Positive,0.5719,1
3783,3783,battery back,Neutral,0.0,0
3784,3784,orginal iphone,Neutral,0.0,0
3785,3785,videos alsoread,Neutral,0.0,0
3786,3786,nice phone,Positive,0.4215,1
3787,3787,awesome phone,Positive,0.6249,1
3788,3788,small form,Neutral,0.0,0
3789,3789,factor.battery last,Neutral,0.0,0
3790,3790,day normal,Neutral,0.0,0
3791,3791,use.perfect everything.read,Neutral,0.0,0
3792,3792,everything awesome,Positive,0.6249,1
3793,3793,small screen,Neutral,0.0,0
3794,3794,money quick,Neutral,0.0,0
3795,3795,buy first,Neutral,0.0,0
3796,3796,bad product,Negative,-0.5423,-1
3797,3797,sleep mode,Neutral,0.0,0
3798,3798,properly even,Neutral,0.0,0
3799,3799,everything good,Positive,0.4404,1
3800,3800,brilliant performance,Positive,0.5859,1
3801,3801,android ios.love,Neutral,0.0,0
3802,3802,device easy,Positive,0.4404,1
3803,3803,use slim,Neutral,0.0,0
3804,3804,hate product,Negative,-0.5719,-1
3805,3805,use able,Neutral,0.0,0
3806,3806,pm battery,Neutral,0.0,0
3807,3807,sim .read,Neutral,0.0,0
3808,3808,nice camera,Positive,0.4215,1
3809,3809,iphone good,Positive,0.4404,1
3810,3810,money first,Neutral,0.0,0
3811,3811,terms performance,Neutral,0.0,0
3812,3812,beast touch,Neutral,0.0,0
3813,3813,go phone,Neutral,0.0,0
3814,3814,phone classy,Positive,0.4404,1
3815,3815,look little,Neutral,0.0,0
3816,3816,bit disappointed,Negative,-0.4767,-1
3817,3817,good use,Positive,0.4404,1
3818,3818,moderate user,Neutral,0.0,0
3819,3819,capacity good,Positive,0.4404,1
3820,3820,excellent picture,Positive,0.5719,1
3821,3821,wide angle,Neutral,0.0,0
3822,3822,nice phoneread,Positive,0.4215,1
3823,3823,iphone price,Neutral,0.0,0
3824,3824,good phone,Positive,0.4404,1
3825,3825,day last,Neutral,0.0,0
3826,3826,processor dual,Neutral,0.0,0
3827,3827,standard water,Neutral,0.0,0
3828,3828,sensor digital,Neutral,0.0,0
3829,3829,count ..,Neutral,0.0,0
3830,3830,product.the con,Neutral,0.0,0
3831,3831,h regularly,Neutral,0.0,0
3832,3832,usage charge,Neutral,0.0,0
3833,3833,chic magnetread,Positive,0.2732,1
3834,3834,nice phone,Positive,0.4215,1
3835,3835,battery display,Neutral,0.0,0
3836,3836,excellent product,Positive,0.5719,1
3837,3837,battery life,Neutral,0.0,0
3838,3838,good phone,Positive,0.4404,1
3839,3839,nice phoneread,Positive,0.4215,1
3840,3840,phone perfect,Positive,0.5719,1
3841,3841,bad experience,Negative,-0.5423,-1
3842,3842,phone light,Neutral,0.0,0
3843,3843,fast delivery,Neutral,0.0,0
3844,3844,performance ..,Neutral,0.0,0
3845,3845,seemless experience,Neutral,0.0,0
3846,3846,heated cahrge,Neutral,0.0,0
3847,3847,life minimal,Neutral,0.0,0
3848,3848,minimal useread,Neutral,0.0,0
3849,3849,go forread,Neutral,0.0,0
3850,3850,first iphone.read,Neutral,0.0,0
3851,3851,camra good,Positive,0.4404,1
3852,3852,performance low,Negative,-0.2732,-1
3853,3853,job good,Positive,0.4404,1
3854,3854,camera excelent,Neutral,0.0,0
3855,3855,product good,Positive,0.4404,1
3856,3856,overall budget,Neutral,0.0,0
3857,3857,line up.read,Neutral,0.0,0
3858,3858,money mobile,Neutral,0.0,0
3859,3859,light good,Positive,0.4404,1
3860,3860,flagship level.on,Positive,0.1027,1
3861,3861,beat it.i,Neutral,0.0,0
3862,3862,battery good,Positive,0.4404,1
3863,3863,last day,Neutral,0.0,0
3864,3864,modes good,Positive,0.4404,1
3865,3865,device young,Neutral,0.0,0
3866,3866,people.my favourite,Neutral,0.0,0
3867,3867,white bcz,Neutral,0.0,0
3868,3868,thanks apple,Positive,0.4404,1
3869,3869,good oneread,Positive,0.4404,1
3870,3870,android phone,Neutral,0.0,0
3871,3871,haptic engine,Neutral,0.0,0
3872,3872,speaker really,Neutral,0.0,0
3873,3873,phone small,Neutral,0.0,0
3874,3874,life good,Positive,0.4404,1
3875,3875,inch display,Neutral,0.0,0
3876,3876,charge mobile,Neutral,0.0,0
3877,3877,good productread,Positive,0.4404,1
3878,3878,size small,Neutral,0.0,0
3879,3879,great phone,Positive,0.6249,1
3880,3880,bettery poor,Negative,-0.4767,-1
3881,3881,nice camera,Positive,0.4215,1
3882,3882,good productread,Positive,0.4404,1
3883,3883,excellent read,Positive,0.5719,1
3884,3884,nice phoneread,Positive,0.4215,1
3885,3885,good mobileread,Positive,0.4404,1
3886,3886,camera good,Positive,0.4404,1
3887,3887,explain words,Neutral,0.0,0
3888,3888,performance good,Positive,0.4404,1
3889,3889,overall experience,Neutral,0.0,0
3890,3890,great product,Positive,0.6249,1
3891,3891,battery bad,Negative,-0.5423,-1
3892,3892,awesome device,Positive,0.6249,1
3893,3893,nice cameraread,Positive,0.4215,1
3894,3894,huge phone,Positive,0.3182,1
3895,3895,first apple,Neutral,0.0,0
3896,3896,reasonable pricemust,Neutral,0.0,0
3897,3897,everything else,Neutral,0.0,0
3898,3898,middle class,Neutral,0.0,0
3899,3899,phone really,Neutral,0.0,0
3900,3900,awesome phone,Positive,0.6249,1
3901,3901,display small,Neutral,0.0,0
3902,3902,.. performance,Neutral,0.0,0
3903,3903,good oneread,Positive,0.4404,1
3904,3904,cons battery,Neutral,0.0,0
3905,3905,rest phone,Neutral,0.0,0
3906,3906,signal reception,Neutral,0.0,0
3907,3907,low power,Negative,-0.2732,-1
3908,3908,apple cheap,Neutral,0.0,0
3909,3909,desire iphone,Positive,0.4019,1
3910,3910,want gift,Positive,0.4939,1
3911,3911,camera quality,Neutral,0.0,0
3912,3912,expectation loud,Neutral,0.0,0
3913,3913,speaker ear,Neutral,0.0,0
3914,3914,earphone charger,Neutral,0.0,0
3915,3915,everything perfect,Positive,0.5719,1
3916,3916,screen size,Neutral,0.0,0
3917,3917,battery average,Neutral,0.0,0
3918,3918,day single,Neutral,0.0,0
3919,3919,nice phone.read,Positive,0.4215,1
3920,3920,battery totally,Neutral,0.0,0
3921,3921,month direct,Neutral,0.0,0
3922,3922,users everything,Neutral,0.0,0
3923,3923,expect battery,Neutral,0.0,0
3924,3924,life heavy,Neutral,0.0,0
3925,3925,data usage,Neutral,0.0,0
3926,3926,awesome iphone,Positive,0.6249,1
3927,3927,gesture handy,Neutral,0.0,0
3928,3928,figure solid,Positive,0.1531,1
3929,3929,android.one thing,Neutral,0.0,0
3930,3930,ear pod,Neutral,0.0,0
3931,3931,good productread,Positive,0.4404,1
3932,3932,iphone really,Neutral,0.0,0
3933,3933,ios difference,Neutral,0.0,0
3934,3934,nice read,Positive,0.4215,1
3935,3935,experience nice,Positive,0.4215,1
3936,3936,awesome iphoneread,Positive,0.6249,1
3937,3937,wonderful picture,Positive,0.5719,1
3938,3938,nice productread,Positive,0.4215,1
3939,3939,daily use.read,Neutral,0.0,0
3940,3940,original productread,Positive,0.3182,1
3941,3941,phone fantastic,Positive,0.5574,1
3942,3942,nice phoneread,Positive,0.4215,1
3943,3943,months overall,Neutral,0.0,0
3944,3944,good battery,Positive,0.4404,1
3945,3945,good worth,Positive,0.5859,1
3946,3946,dark grey.read,Neutral,0.0,0
3947,3947,good beautifulread,Positive,0.4404,1
3948,3948,good buy,Positive,0.4404,1
3949,3949,excellent everyoneread,Positive,0.5719,1
3950,3950,mobile display,Neutral,0.0,0
3951,3951,performance good,Positive,0.4404,1
3952,3952,compare old,Neutral,0.0,0
3953,3953,battery life,Neutral,0.0,0
3954,3954,great productread,Positive,0.6249,1
3955,3955,phone good,Positive,0.4404,1
3956,3956,nice productread,Positive,0.4215,1
3957,3957,photography awesome,Positive,0.6249,1
3958,3958,battery ok,Positive,0.296,1
3959,3959,phonebut bad,Negative,-0.5423,-1
3960,3960,shows iphone,Neutral,0.0,0
3961,3961,se earpods,Neutral,0.0,0
3962,3962,itbut mention,Neutral,0.0,0
3963,3963,c. expensive,Neutral,0.0,0
3964,3964,worth buyingread,Positive,0.2263,1
3965,3965,awesome camera,Positive,0.6249,1
3966,3966,calls whatsapp,Neutral,0.0,0
3967,3967,wire transfer,Neutral,0.0,0
3968,3968,see issues,Neutral,0.0,0
3969,3969,phone great,Positive,0.6249,1
3970,3970,full charge,Neutral,0.0,0
3971,3971,comfortable camera,Positive,0.5106,1
3972,3972,battery also,Neutral,0.0,0
3973,3973,runs maximum,Neutral,0.0,0
3974,3974,great display,Positive,0.6249,1
3975,3975,cameratouch id,Neutral,0.0,0
3976,3976,accurate smooth,Neutral,0.0,0
3977,3977,camera awesome,Positive,0.6249,1
3978,3978,performance compact,Neutral,0.0,0
3979,3979,hrs continuous,Neutral,0.0,0
3980,3980,fabulous iphone,Positive,0.5267,1
3981,3981,first phone,Neutral,0.0,0
3982,3982,flipkart ready,Positive,0.3612,1
3983,3983,product compact,Neutral,0.0,0
3984,3984,handy battery,Neutral,0.0,0
3985,3985,capacity little,Neutral,0.0,0
3986,3986,hrs battery,Neutral,0.0,0
3987,3987,overall satisfied.read,Neutral,0.0,0
3988,3988,good productread,Positive,0.4404,1
3989,3989,good deal,Positive,0.4404,1
3990,3990,size phone.con-,Neutral,0.0,0
3991,3991,.. superb,Positive,0.6249,1
3992,3992,sturdy form,Neutral,0.0,0
3993,3993,great apple,Positive,0.6249,1
3994,3994,use daily,Neutral,0.0,0
3995,3995,mobile phone,Neutral,0.0,0
3996,3996,enough room,Neutral,0.0,0
3997,3997,nice productread,Positive,0.4215,1
3998,3998,photography good,Positive,0.4404,1
3999,3999,mobile phones,Neutral,0.0,0
4000,4000,good cameraread,Positive,0.4404,1
4001,4001,poor batteryread,Negative,-0.4767,-1
4002,4002,performancestunning red,Neutral,0.0,0
4003,4003,money nice,Positive,0.4215,1
4004,4004,bit provide,Neutral,0.0,0
4005,4005,awesome phone,Positive,0.6249,1
4006,4006,great product,Positive,0.6249,1
4007,4007,good iam,Positive,0.4404,1
4008,4008,product reasonable,Neutral,0.0,0
4009,4009,good phone,Positive,0.4404,1
4010,4010,charger n,Neutral,0.0,0
4011,4011,pods mobile,Neutral,0.0,0
4012,4012,data cable,Neutral,0.0,0
4013,4013,day minimal,Neutral,0.0,0
4014,4014,go it.read,Neutral,0.0,0
4015,4015,perfect budget,Positive,0.5719,1
4016,4016,performance good,Positive,0.4404,1
4017,4017,good quality,Positive,0.4404,1
4018,4018,building good,Positive,0.4404,1
4019,4019,size small,Neutral,0.0,0
4020,4020,poor battery,Negative,-0.4767,-1
4021,4021,say.sleek tiny,Neutral,0.0,0
4022,4022,single one.read,Neutral,0.0,0
4023,4023,super fast,Positive,0.5994,1
4024,4024,open box,Neutral,0.0,0
4025,4025,small deviceread,Neutral,0.0,0
4026,4026,awesome deal.camera,Positive,0.6249,1
4027,4027,quality awesome,Positive,0.6249,1
4028,4028,performance bad,Negative,-0.5423,-1
4029,4029,irritated battery,Negative,-0.4588,-1
4030,4030,nothing wrong,Positive,0.3724,1
4031,4031,camera decent,Neutral,0.0,0
4032,4032,great performance,Positive,0.6249,1
4033,4033,heavy userread,Neutral,0.0,0
4034,4034,excellent deal,Positive,0.5719,1
4035,4035,camerastylish designpremium,Neutral,0.0,0
4036,4036,feelsuper inbuilt,Neutral,0.0,0
4037,4037,average battery,Neutral,0.0,0
4038,4038,finger prints,Neutral,0.0,0
4039,4039,selfie reversal,Neutral,0.0,0
4040,4040,right phone,Neutral,0.0,0
4041,4041,original iphone,Positive,0.3182,1
4042,4042,old battery,Neutral,0.0,0
4043,4043,screen power,Neutral,0.0,0
4044,4044,look simple,Neutral,0.0,0
4045,4045,phone wish,Positive,0.4019,1
4046,4046,buy phone,Neutral,0.0,0
4047,4047,android last,Neutral,0.0,0
4048,4048,iphone last,Neutral,0.0,0
4049,4049,phones price,Neutral,0.0,0
4050,4050,splendid performance,Positive,0.5859,1
4051,4051,quality good,Positive,0.4404,1
4052,4052,awesome device,Positive,0.6249,1
4053,4053,carry touch,Neutral,0.0,0
4054,4054,great picture,Positive,0.6249,1
4055,4055,excellent product,Positive,0.5719,1
4056,4056,screen product,Neutral,0.0,0
4057,4057,excellent experience,Positive,0.5719,1
4058,4058,life poor,Negative,-0.4767,-1
4059,4059,mistake special,Positive,0.0772,1
4060,4060,usual apple,Neutral,0.0,0
4061,4061,rocks wonderful,Positive,0.5719,1
4062,4062,phone awesome,Positive,0.6249,1
4063,4063,camera great,Positive,0.6249,1
4064,4064,performance great,Positive,0.6249,1
4065,4065,battery little,Neutral,0.0,0
4066,4066,bit issue,Neutral,0.0,0
4067,4067,defective battery,Negative,-0.4404,-1
4068,4068,device actual,Neutral,0.0,0
4069,4069,months today,Neutral,0.0,0
4070,4070,listen voice,Neutral,0.0,0
4071,4071,life average,Neutral,0.0,0
4072,4072,bracket a13,Neutral,0.0,0
4073,4073,videos battery,Neutral,0.0,0
4074,4074,tasks last,Neutral,0.0,0
4075,4075,whole day.read,Neutral,0.0,0
4076,4076,great buy,Positive,0.6249,1
4077,4077,mode available,Neutral,0.0,0
4078,4078,hours medium,Neutral,0.0,0
4079,4079,hours excessive,Neutral,0.0,0
4080,4080,hours light,Neutral,0.0,0
4081,4081,time awesome,Positive,0.6249,1
4082,4082,small beast,Neutral,0.0,0
4083,4083,apple no1,Neutral,0.0,0
4084,4084,good battery,Positive,0.4404,1
4085,4085,everything else,Neutral,0.0,0
4086,4086,phone nice,Positive,0.4215,1
4087,4087,diwali sale,Neutral,0.0,0
4088,4088,single charge,Neutral,0.0,0
4089,4089,whole day,Neutral,0.0,0
4090,4090,satisfied device,Positive,0.4215,1
4091,4091,bionic chip,Neutral,0.0,0
4092,4092,everything good,Positive,0.4404,1
4093,4093,super performance,Positive,0.5994,1
4094,4094,iphone amazing,Positive,0.5859,1
4095,4095,anything flipkart,Neutral,0.0,0
4096,4096,product standard,Neutral,0.0,0
4097,4097,flipkart simply,Neutral,0.0,0
4098,4098,policy minimum,Neutral,0.0,0
4099,4099,old phone,Neutral,0.0,0
4100,4100,half touchscreen,Neutral,0.0,0
4101,4101,good mobileread,Positive,0.4404,1
4102,4102,product happy,Positive,0.5719,1
4103,4103,dot screen,Neutral,0.0,0
4104,4104,expect apple,Neutral,0.0,0
4105,4105,nice performance,Positive,0.4215,1
4106,4106,nice phone,Positive,0.4215,1
4107,4107,a13 bionic,Neutral,0.0,0
4108,4108,handy mobile,Neutral,0.0,0
4109,4109,moderate usersread,Neutral,0.0,0
4110,4110,happy iphone,Positive,0.5719,1
4111,4111,first apple,Neutral,0.0,0
4112,4112,disappointed battery,Negative,-0.4767,-1
4113,4113,time ok,Positive,0.296,1
4114,4114,nice cameraread,Positive,0.4215,1
4115,4115,good product,Positive,0.4404,1
4116,4116,star due,Neutral,0.0,0
4117,4117,experience flipkart,Neutral,0.0,0
4118,4118,reasons phone,Neutral,0.0,0
4119,4119,hence horrible,Negative,-0.5423,-1
4120,4120,experience likely,Neutral,0.0,0
4121,4121,flipkart due,Neutral,0.0,0
4122,4122,indian sale,Neutral,0.0,0
4123,4123,feels premium,Neutral,0.0,0
4124,4124,excellent camerasbut,Positive,0.5719,1
4125,4125,battery little,Neutral,0.0,0
4126,4126,white colour,Neutral,0.0,0
4127,4127,display white,Neutral,0.0,0
4128,4128,phone great,Positive,0.6249,1
4129,4129,single camera,Neutral,0.0,0
4130,4130,great dealread,Positive,0.6249,1
4131,4131,similar iphone,Neutral,0.0,0
4132,4132,a18 bionic,Neutral,0.0,0
4133,4133,backup average,Neutral,0.0,0
4134,4134,se brilliant,Positive,0.5859,1
4135,4135,thankyu flipkart,Neutral,0.0,0
4136,4136,amazing price,Positive,0.5859,1
4137,4137,like idea,Positive,0.3612,1
4138,4138,product awesome,Positive,0.6249,1
4139,4139,card big,Neutral,0.0,0
4140,4140,billions day,Neutral,0.0,0
4141,4141,replacement great,Positive,0.6249,1
4142,4142,delivery great,Positive,0.6249,1
4143,4143,time motherboard,Neutral,0.0,0
4144,4144,issue really,Neutral,0.0,0
4145,4145,black colour,Neutral,0.0,0
4146,4146,dope double,Neutral,0.0,0
4147,4147,screenshot good,Positive,0.4404,1
4148,4148,nothing fingerprint,Neutral,0.0,0
4149,4149,thing real,Neutral,0.0,0
4150,4150,fingerprint open,Neutral,0.0,0
4151,4151,open brother,Neutral,0.0,0
4152,4152,battery hardly,Neutral,0.0,0
4153,4153,calls 3-4,Neutral,0.0,0
4154,4154,hours second,Neutral,0.0,0
4155,4155,bad a13,Negative,-0.5423,-1
4156,4156,phone important,Positive,0.2023,1
4157,4157,up.in phone,Neutral,0.0,0
4158,4158,battery back,Neutral,0.0,0
4159,4159,full charge,Neutral,0.0,0
4160,4160,iphone last,Neutral,0.0,0
4161,4161,excellent.average full,Neutral,0.0,0
4162,4162,charge unable,Neutral,0.0,0
4163,4163,nice phone,Positive,0.4215,1
4164,4164,contacts calendar,Neutral,0.0,0
4165,4165,use third,Neutral,0.0,0
4166,4166,usd30 pay,Negative,-0.1027,-1
4167,4167,awesome phone,Positive,0.6249,1
4168,4168,bad decision,Negative,-0.5423,-1
4169,4169,dated iphone,Neutral,0.0,0
4170,4170,.9-4 battery,Neutral,0.0,0
4171,4171,abandon idea,Negative,-0.4404,-1
4172,4172,upgraded iphone,Neutral,0.0,0
4173,4173,powerful phoneread,Positive,0.4215,1
4174,4174,display little,Neutral,0.0,0
